# compiler: R8
# compiler_version: 1.4.94
# min_api: 1
com.google.android.exoplayer2.BasePlayer -> com.google.android.exoplayer2.BasePlayer:
    2:4:com.google.android.exoplayer2.extractor.ogg.VorbisUtil$CodeBook readBook(com.google.android.exoplayer2.extractor.ogg.VorbisBitArray):350:352 -> readBook
    5:5:com.google.android.exoplayer2.extractor.ogg.VorbisUtil$CodeBook readBook(com.google.android.exoplayer2.extractor.ogg.VorbisBitArray):354:354 -> readBook
    6:7:com.google.android.exoplayer2.extractor.ogg.VorbisUtil$CodeBook readBook(com.google.android.exoplayer2.extractor.ogg.VorbisBitArray):356:357 -> readBook
    8:9:com.google.android.exoplayer2.extractor.ogg.VorbisUtil$CodeBook readBook(com.google.android.exoplayer2.extractor.ogg.VorbisBitArray):359:360 -> readBook
    10:10:com.google.android.exoplayer2.extractor.ogg.VorbisUtil$CodeBook readBook(com.google.android.exoplayer2.extractor.ogg.VorbisBitArray):362:362 -> readBook
    11:11:com.google.android.exoplayer2.extractor.ogg.VorbisUtil$CodeBook readBook(com.google.android.exoplayer2.extractor.ogg.VorbisBitArray):365:365 -> readBook
    12:16:com.google.android.exoplayer2.extractor.ogg.VorbisUtil$CodeBook readBook(com.google.android.exoplayer2.extractor.ogg.VorbisBitArray):369:373 -> readBook
    17:17:com.google.android.exoplayer2.extractor.ogg.VorbisUtil$CodeBook readBook(com.google.android.exoplayer2.extractor.ogg.VorbisBitArray):379:379 -> readBook
    18:21:com.google.android.exoplayer2.extractor.ogg.VorbisUtil$CodeBook readBook(com.google.android.exoplayer2.extractor.ogg.VorbisBitArray):383:386 -> readBook
    22:22:com.google.android.exoplayer2.extractor.ogg.VorbisUtil$CodeBook readBook(com.google.android.exoplayer2.extractor.ogg.VorbisBitArray):390:390 -> readBook
    23:23:com.google.android.exoplayer2.extractor.ogg.VorbisUtil$CodeBook readBook(com.google.android.exoplayer2.extractor.ogg.VorbisBitArray):398:398 -> readBook
    24:24:com.google.android.exoplayer2.extractor.ogg.VorbisUtil$CodeBook readBook(com.google.android.exoplayer2.extractor.ogg.VorbisBitArray):400:400 -> readBook
    25:25:com.google.android.exoplayer2.extractor.ogg.VorbisUtil$CodeBook readBook(com.google.android.exoplayer2.extractor.ogg.VorbisBitArray):381:381 -> readBook
    26:27:com.google.android.exoplayer2.extractor.ogg.VorbisUtil$CodeBook readBook(com.google.android.exoplayer2.extractor.ogg.VorbisBitArray):347:348 -> readBook
    1:1:void readFloors(com.google.android.exoplayer2.extractor.ogg.VorbisBitArray):292:292 -> readFloors
    2:2:void readFloors(com.google.android.exoplayer2.extractor.ogg.VorbisBitArray):294:294 -> readFloors
    3:3:void readFloors(com.google.android.exoplayer2.extractor.ogg.VorbisBitArray):308:308 -> readFloors
    4:4:void readFloors(com.google.android.exoplayer2.extractor.ogg.VorbisBitArray):310:310 -> readFloors
    5:7:void readFloors(com.google.android.exoplayer2.extractor.ogg.VorbisBitArray):312:314 -> readFloors
    8:11:void readFloors(com.google.android.exoplayer2.extractor.ogg.VorbisBitArray):317:320 -> readFloors
    12:12:void readFloors(com.google.android.exoplayer2.extractor.ogg.VorbisBitArray):322:322 -> readFloors
    13:13:void readFloors(com.google.android.exoplayer2.extractor.ogg.VorbisBitArray):325:325 -> readFloors
    14:15:void readFloors(com.google.android.exoplayer2.extractor.ogg.VorbisBitArray):328:329 -> readFloors
    16:17:void readFloors(com.google.android.exoplayer2.extractor.ogg.VorbisBitArray):332:333 -> readFloors
    18:18:void readFloors(com.google.android.exoplayer2.extractor.ogg.VorbisBitArray):335:335 -> readFloors
    19:19:void readFloors(com.google.android.exoplayer2.extractor.ogg.VorbisBitArray):340:340 -> readFloors
    20:25:void readFloors(com.google.android.exoplayer2.extractor.ogg.VorbisBitArray):297:302 -> readFloors
    26:26:void readFloors(com.google.android.exoplayer2.extractor.ogg.VorbisBitArray):304:304 -> readFloors
    1:1:void readMappings(int,com.google.android.exoplayer2.extractor.ogg.VorbisBitArray):218:218 -> readMappings
    2:2:void readMappings(int,com.google.android.exoplayer2.extractor.ogg.VorbisBitArray):220:220 -> readMappings
    3:3:void readMappings(int,com.google.android.exoplayer2.extractor.ogg.VorbisBitArray):254:254 -> readMappings
    4:5:void readMappings(int,com.google.android.exoplayer2.extractor.ogg.VorbisBitArray):224:225 -> readMappings
    6:7:void readMappings(int,com.google.android.exoplayer2.extractor.ogg.VorbisBitArray):230:231 -> readMappings
    8:9:void readMappings(int,com.google.android.exoplayer2.extractor.ogg.VorbisBitArray):233:234 -> readMappings
    10:10:void readMappings(int,com.google.android.exoplayer2.extractor.ogg.VorbisBitArray):239:239 -> readMappings
    11:11:void readMappings(int,com.google.android.exoplayer2.extractor.ogg.VorbisBitArray):244:244 -> readMappings
    12:14:void readMappings(int,com.google.android.exoplayer2.extractor.ogg.VorbisBitArray):248:250 -> readMappings
    15:15:void readMappings(int,com.google.android.exoplayer2.extractor.ogg.VorbisBitArray):240:240 -> readMappings
    1:2:com.google.android.exoplayer2.extractor.ogg.VorbisUtil$Mode[] readModes(com.google.android.exoplayer2.extractor.ogg.VorbisBitArray):204:205 -> readModes
    3:7:com.google.android.exoplayer2.extractor.ogg.VorbisUtil$Mode[] readModes(com.google.android.exoplayer2.extractor.ogg.VorbisBitArray):207:211 -> readModes
    1:1:void readResidues(com.google.android.exoplayer2.extractor.ogg.VorbisBitArray):260:260 -> readResidues
    2:2:void readResidues(com.google.android.exoplayer2.extractor.ogg.VorbisBitArray):262:262 -> readResidues
    3:8:void readResidues(com.google.android.exoplayer2.extractor.ogg.VorbisBitArray):266:271 -> readResidues
    9:11:void readResidues(com.google.android.exoplayer2.extractor.ogg.VorbisBitArray):274:276 -> readResidues
    12:12:void readResidues(com.google.android.exoplayer2.extractor.ogg.VorbisBitArray):278:278 -> readResidues
    13:14:void readResidues(com.google.android.exoplayer2.extractor.ogg.VorbisBitArray):282:283 -> readResidues
    15:15:void readResidues(com.google.android.exoplayer2.extractor.ogg.VorbisBitArray):264:264 -> readResidues
    1:1:com.google.android.exoplayer2.extractor.ogg.VorbisUtil$CommentHeader readVorbisCommentHeader(com.google.android.exoplayer2.util.ParsableByteArray):92:92 -> readVorbisCommentHeader
    2:2:com.google.android.exoplayer2.extractor.ogg.VorbisUtil$CommentHeader readVorbisCommentHeader(com.google.android.exoplayer2.util.ParsableByteArray):95:95 -> readVorbisCommentHeader
    3:4:com.google.android.exoplayer2.extractor.ogg.VorbisUtil$CommentHeader readVorbisCommentHeader(com.google.android.exoplayer2.util.ParsableByteArray):97:98 -> readVorbisCommentHeader
    5:6:com.google.android.exoplayer2.extractor.ogg.VorbisUtil$CommentHeader readVorbisCommentHeader(com.google.android.exoplayer2.util.ParsableByteArray):100:101 -> readVorbisCommentHeader
    7:7:com.google.android.exoplayer2.extractor.ogg.VorbisUtil$CommentHeader readVorbisCommentHeader(com.google.android.exoplayer2.util.ParsableByteArray):104:104 -> readVorbisCommentHeader
    8:9:com.google.android.exoplayer2.extractor.ogg.VorbisUtil$CommentHeader readVorbisCommentHeader(com.google.android.exoplayer2.util.ParsableByteArray):106:107 -> readVorbisCommentHeader
    10:10:com.google.android.exoplayer2.extractor.ogg.VorbisUtil$CommentHeader readVorbisCommentHeader(com.google.android.exoplayer2.util.ParsableByteArray):109:109 -> readVorbisCommentHeader
    11:11:com.google.android.exoplayer2.extractor.ogg.VorbisUtil$CommentHeader readVorbisCommentHeader(com.google.android.exoplayer2.util.ParsableByteArray):113:113 -> readVorbisCommentHeader
    12:12:com.google.android.exoplayer2.extractor.ogg.VorbisUtil$CommentHeader readVorbisCommentHeader(com.google.android.exoplayer2.util.ParsableByteArray):110:110 -> readVorbisCommentHeader
    1:1:com.google.android.exoplayer2.extractor.ogg.VorbisUtil$VorbisIdHeader readVorbisIdentificationHeader(com.google.android.exoplayer2.util.ParsableByteArray):59:59 -> readVorbisIdentificationHeader
    2:7:com.google.android.exoplayer2.extractor.ogg.VorbisUtil$VorbisIdHeader readVorbisIdentificationHeader(com.google.android.exoplayer2.util.ParsableByteArray):61:66 -> readVorbisIdentificationHeader
    8:10:com.google.android.exoplayer2.extractor.ogg.VorbisUtil$VorbisIdHeader readVorbisIdentificationHeader(com.google.android.exoplayer2.util.ParsableByteArray):68:70 -> readVorbisIdentificationHeader
    11:11:com.google.android.exoplayer2.extractor.ogg.VorbisUtil$VorbisIdHeader readVorbisIdentificationHeader(com.google.android.exoplayer2.util.ParsableByteArray):72:72 -> readVorbisIdentificationHeader
    12:12:com.google.android.exoplayer2.extractor.ogg.VorbisUtil$VorbisIdHeader readVorbisIdentificationHeader(com.google.android.exoplayer2.util.ParsableByteArray):74:74 -> readVorbisIdentificationHeader
    13:13:com.google.android.exoplayer2.extractor.ogg.VorbisUtil$VorbisIdHeader readVorbisIdentificationHeader(com.google.android.exoplayer2.util.ParsableByteArray):76:76 -> readVorbisIdentificationHeader
    1:1:com.google.android.exoplayer2.extractor.ogg.VorbisUtil$Mode[] readVorbisModes(com.google.android.exoplayer2.util.ParsableByteArray,int):175:175 -> readVorbisModes
    2:2:com.google.android.exoplayer2.extractor.ogg.VorbisUtil$Mode[] readVorbisModes(com.google.android.exoplayer2.util.ParsableByteArray,int):177:177 -> readVorbisModes
    3:4:com.google.android.exoplayer2.extractor.ogg.VorbisUtil$Mode[] readVorbisModes(com.google.android.exoplayer2.util.ParsableByteArray,int):179:180 -> readVorbisModes
    5:5:com.google.android.exoplayer2.extractor.ogg.VorbisUtil$Mode[] readVorbisModes(com.google.android.exoplayer2.util.ParsableByteArray,int):183:183 -> readVorbisModes
    6:6:com.google.android.exoplayer2.extractor.ogg.VorbisUtil$Mode[] readVorbisModes(com.google.android.exoplayer2.util.ParsableByteArray,int):186:186 -> readVorbisModes
    7:8:com.google.android.exoplayer2.extractor.ogg.VorbisUtil$Mode[] readVorbisModes(com.google.android.exoplayer2.util.ParsableByteArray,int):188:189 -> readVorbisModes
    9:11:com.google.android.exoplayer2.extractor.ogg.VorbisUtil$Mode[] readVorbisModes(com.google.android.exoplayer2.util.ParsableByteArray,int):192:194 -> readVorbisModes
    12:14:com.google.android.exoplayer2.extractor.ogg.VorbisUtil$Mode[] readVorbisModes(com.google.android.exoplayer2.util.ParsableByteArray,int):196:198 -> readVorbisModes
    1:1:boolean verifyVorbisHeaderCapturePattern(int,com.google.android.exoplayer2.util.ParsableByteArray,boolean):129:129 -> verifyVorbisHeaderCapturePattern
    2:2:boolean verifyVorbisHeaderCapturePattern(int,com.google.android.exoplayer2.util.ParsableByteArray,boolean):133:133 -> verifyVorbisHeaderCapturePattern
    3:3:boolean verifyVorbisHeaderCapturePattern(int,com.google.android.exoplayer2.util.ParsableByteArray,boolean):137:137 -> verifyVorbisHeaderCapturePattern
    4:4:boolean verifyVorbisHeaderCapturePattern(int,com.google.android.exoplayer2.util.ParsableByteArray,boolean):141:141 -> verifyVorbisHeaderCapturePattern
    5:10:boolean verifyVorbisHeaderCapturePattern(int,com.google.android.exoplayer2.util.ParsableByteArray,boolean):145:150 -> verifyVorbisHeaderCapturePattern
    11:11:boolean verifyVorbisHeaderCapturePattern(int,com.google.android.exoplayer2.util.ParsableByteArray,boolean):154:154 -> verifyVorbisHeaderCapturePattern
com.google.android.exoplayer2.extractor.ogg.VorbisUtil$CodeBook -> com.google.android.exoplayer2.extractor.ogg.VorbisUtil$CodeBook:
    1:6:void <init>(int,int,long[],int,boolean):423:428 -> <init>
com.google.android.exoplayer2.extractor.ogg.VorbisUtil$CommentHeader -> com.google.android.exoplayer2.extractor.ogg.VorbisUtil$CommentHeader:
    1:4:void <init>(java.lang.String,java.lang.String[],int):439:442 -> <init>
com.google.android.exoplayer2.extractor.ogg.VorbisUtil$Mode -> com.google.android.exoplayer2.extractor.ogg.VorbisUtil$Mode:
    1:5:void <init>(boolean,int,int,int):488:492 -> <init>
com.google.android.exoplayer2.extractor.ogg.VorbisUtil$VorbisIdHeader -> com.google.android.exoplayer2.extractor.ogg.VorbisUtil$VorbisIdHeader:
    1:11:void <init>(long,int,long,int,int,int,int,int,boolean,byte[]):462:472 -> <init>
    1:1:int getApproximateBitrate():476:476 -> getApproximateBitrate
com.google.android.exoplayer2.extractor.rawcc.RawCcExtractor -> com.google.android.exoplayer2.extractor.rawcc.RawCcExtractor:
    1:1:void <clinit>():38:38 -> <clinit>
    1:4:void <init>(com.google.android.exoplayer2.Format):59:62 -> <init>
    1:4:void init(com.google.android.exoplayer2.extractor.ExtractorOutput):67:70 -> init
    1:3:boolean parseHeader(com.google.android.exoplayer2.extractor.ExtractorInput):121:123 -> parseHeader
    4:4:boolean parseHeader(com.google.android.exoplayer2.extractor.ExtractorInput):126:126 -> parseHeader
    5:5:boolean parseHeader(com.google.android.exoplayer2.extractor.ExtractorInput):124:124 -> parseHeader
    1:3:void parseSamples(com.google.android.exoplayer2.extractor.ExtractorInput):158:160 -> parseSamples
    4:5:void parseSamples(com.google.android.exoplayer2.extractor.ExtractorInput):162:163 -> parseSamples
    6:6:void parseSamples(com.google.android.exoplayer2.extractor.ExtractorInput):158:158 -> parseSamples
    7:8:void parseSamples(com.google.android.exoplayer2.extractor.ExtractorInput):166:167 -> parseSamples
    1:3:boolean parseTimestampAndSampleCount(com.google.android.exoplayer2.extractor.ExtractorInput):136:138 -> parseTimestampAndSampleCount
    4:4:boolean parseTimestampAndSampleCount(com.google.android.exoplayer2.extractor.ExtractorInput):142:142 -> parseTimestampAndSampleCount
    5:5:boolean parseTimestampAndSampleCount(com.google.android.exoplayer2.extractor.ExtractorInput):144:144 -> parseTimestampAndSampleCount
    6:6:boolean parseTimestampAndSampleCount(com.google.android.exoplayer2.extractor.ExtractorInput):147:147 -> parseTimestampAndSampleCount
    7:8:boolean parseTimestampAndSampleCount(com.google.android.exoplayer2.extractor.ExtractorInput):152:153 -> parseTimestampAndSampleCount
    9:9:boolean parseTimestampAndSampleCount(com.google.android.exoplayer2.extractor.ExtractorInput):149:149 -> parseTimestampAndSampleCount
    1:1:int read(com.google.android.exoplayer2.extractor.ExtractorInput,com.google.android.exoplayer2.extractor.PositionHolder):84:84 -> read
    2:3:int read(com.google.android.exoplayer2.extractor.ExtractorInput,com.google.android.exoplayer2.extractor.PositionHolder):101:102 -> read
    4:4:int read(com.google.android.exoplayer2.extractor.ExtractorInput,com.google.android.exoplayer2.extractor.PositionHolder):105:105 -> read
    5:6:int read(com.google.android.exoplayer2.extractor.ExtractorInput,com.google.android.exoplayer2.extractor.PositionHolder):93:94 -> read
    7:7:int read(com.google.android.exoplayer2.extractor.ExtractorInput,com.google.android.exoplayer2.extractor.PositionHolder):96:96 -> read
    8:9:int read(com.google.android.exoplayer2.extractor.ExtractorInput,com.google.android.exoplayer2.extractor.PositionHolder):86:87 -> read
    1:1:void seek(long,long):112:112 -> seek
    1:3:boolean sniff(com.google.android.exoplayer2.extractor.ExtractorInput):75:77 -> sniff
com.google.android.exoplayer2.extractor.ts.Ac3Extractor -> com.google.android.exoplayer2.extractor.ts.Ac3Extractor:
    1:1:void <clinit>():39:39 -> <clinit>
    2:2:void <clinit>():48:48 -> <clinit>
    1:1:void <init>():57:57 -> <init>
    2:5:void <init>(long):60:63 -> <init>
    1:1:com.google.android.exoplayer2.extractor.Extractor[] lambda$static$0():39:39 -> a
    1:3:void init(com.google.android.exoplayer2.extractor.ExtractorOutput):115:117 -> init
    1:1:int read(com.google.android.exoplayer2.extractor.ExtractorInput,com.google.android.exoplayer2.extractor.PositionHolder):134:134 -> read
    2:3:int read(com.google.android.exoplayer2.extractor.ExtractorInput,com.google.android.exoplayer2.extractor.PositionHolder):140:141 -> read
    4:4:int read(com.google.android.exoplayer2.extractor.ExtractorInput,com.google.android.exoplayer2.extractor.PositionHolder):143:143 -> read
    5:6:int read(com.google.android.exoplayer2.extractor.ExtractorInput,com.google.android.exoplayer2.extractor.PositionHolder):145:146 -> read
    7:7:int read(com.google.android.exoplayer2.extractor.ExtractorInput,com.google.android.exoplayer2.extractor.PositionHolder):150:150 -> read
    1:2:void seek(long,long):122:123 -> seek
    1:1:boolean sniff(com.google.android.exoplayer2.extractor.ExtractorInput):71:71 -> sniff
    2:4:boolean sniff(com.google.android.exoplayer2.extractor.ExtractorInput):74:76 -> sniff
    5:6:boolean sniff(com.google.android.exoplayer2.extractor.ExtractorInput):84:85 -> sniff
    7:9:boolean sniff(com.google.android.exoplayer2.extractor.ExtractorInput):90:92 -> sniff
    10:10:boolean sniff(com.google.android.exoplayer2.extractor.ExtractorInput):95:95 -> sniff
    11:11:boolean sniff(com.google.android.exoplayer2.extractor.ExtractorInput):99:99 -> sniff
    12:12:boolean sniff(com.google.android.exoplayer2.extractor.ExtractorInput):104:104 -> sniff
    13:13:boolean sniff(com.google.android.exoplayer2.extractor.ExtractorInput):108:108 -> sniff
    14:15:boolean sniff(com.google.android.exoplayer2.extractor.ExtractorInput):79:80 -> sniff
    16:16:boolean sniff(com.google.android.exoplayer2.extractor.ExtractorInput):82:82 -> sniff
com.google.android.exoplayer2.extractor.ts.Ac3Reader -> com.google.android.exoplayer2.extractor.ts.Ac3Reader:
    1:1:void <init>():73:73 -> <init>
    2:6:void <init>(java.lang.String):81:85 -> <init>
    1:2:void consume(com.google.android.exoplayer2.util.ParsableByteArray):109:110 -> consume
    3:9:void consume(com.google.android.exoplayer2.util.ParsableByteArray):128:134 -> consume
    10:14:void consume(com.google.android.exoplayer2.util.ParsableByteArray):120:124 -> consume
    15:19:void consume(com.google.android.exoplayer2.util.ParsableByteArray):112:116 -> consume
    1:4:boolean continueRead(com.google.android.exoplayer2.util.ParsableByteArray,byte[],int):158:161 -> continueRead
    1:3:void createTracks(com.google.android.exoplayer2.extractor.ExtractorOutput,com.google.android.exoplayer2.extractor.ts.TsPayloadReader$TrackIdGenerator):97:99 -> createTracks
    1:1:void packetStarted(long,int):104:104 -> packetStarted
    1:3:void parseHeader():193:195 -> parseHeader
    4:4:void parseHeader():198:198 -> parseHeader
    5:5:void parseHeader():201:201 -> parseHeader
    6:6:void parseHeader():203:203 -> parseHeader
    7:7:void parseHeader():206:206 -> parseHeader
    1:3:void seek():90:92 -> seek
    1:3:boolean skipToNextSync(com.google.android.exoplayer2.util.ParsableByteArray):172:174 -> skipToNextSync
    4:4:boolean skipToNextSync(com.google.android.exoplayer2.util.ParsableByteArray):177:177 -> skipToNextSync
    5:5:boolean skipToNextSync(com.google.android.exoplayer2.util.ParsableByteArray):179:179 -> skipToNextSync
    6:6:boolean skipToNextSync(com.google.android.exoplayer2.util.ParsableByteArray):182:182 -> skipToNextSync
com.google.android.exoplayer2.extractor.ts.Ac4Extractor -> com.google.android.exoplayer2.extractor.ts.Ac4Extractor:
    1:1:void <clinit>():39:39 -> <clinit>
    2:2:void <clinit>():56:56 -> <clinit>
    1:1:void <init>():66:66 -> <init>
    2:5:void <init>(long):70:73 -> <init>
    1:1:com.google.android.exoplayer2.extractor.Extractor[] lambda$static$0():39:39 -> a
    1:1:void init(com.google.android.exoplayer2.extractor.ExtractorOutput):125:125 -> init
    2:3:void init(com.google.android.exoplayer2.extractor.ExtractorOutput):127:128 -> init
    1:1:int read(com.google.android.exoplayer2.extractor.ExtractorInput,com.google.android.exoplayer2.extractor.PositionHolder):145:145 -> read
    2:3:int read(com.google.android.exoplayer2.extractor.ExtractorInput,com.google.android.exoplayer2.extractor.PositionHolder):151:152 -> read
    4:4:int read(com.google.android.exoplayer2.extractor.ExtractorInput,com.google.android.exoplayer2.extractor.PositionHolder):154:154 -> read
    5:6:int read(com.google.android.exoplayer2.extractor.ExtractorInput,com.google.android.exoplayer2.extractor.PositionHolder):156:157 -> read
    7:7:int read(com.google.android.exoplayer2.extractor.ExtractorInput,com.google.android.exoplayer2.extractor.PositionHolder):161:161 -> read
    1:2:void seek(long,long):133:134 -> seek
    1:1:boolean sniff(com.google.android.exoplayer2.extractor.ExtractorInput):81:81 -> sniff
    2:4:boolean sniff(com.google.android.exoplayer2.extractor.ExtractorInput):84:86 -> sniff
    5:6:boolean sniff(com.google.android.exoplayer2.extractor.ExtractorInput):94:95 -> sniff
    7:9:boolean sniff(com.google.android.exoplayer2.extractor.ExtractorInput):100:102 -> sniff
    10:10:boolean sniff(com.google.android.exoplayer2.extractor.ExtractorInput):105:105 -> sniff
    11:11:boolean sniff(com.google.android.exoplayer2.extractor.ExtractorInput):109:109 -> sniff
    12:12:boolean sniff(com.google.android.exoplayer2.extractor.ExtractorInput):114:114 -> sniff
    13:13:boolean sniff(com.google.android.exoplayer2.extractor.ExtractorInput):118:118 -> sniff
    14:15:boolean sniff(com.google.android.exoplayer2.extractor.ExtractorInput):89:90 -> sniff
    16:16:boolean sniff(com.google.android.exoplayer2.extractor.ExtractorInput):92:92 -> sniff
com.google.android.exoplayer2.extractor.ts.Ac4Reader -> com.google.android.exoplayer2.extractor.ts.Ac4Reader:
    1:1:void <init>():69:69 -> <init>
    2:9:void <init>(java.lang.String):77:84 -> <init>
    1:2:void consume(com.google.android.exoplayer2.util.ParsableByteArray):109:110 -> consume
    3:9:void consume(com.google.android.exoplayer2.util.ParsableByteArray):128:134 -> consume
    10:14:void consume(com.google.android.exoplayer2.util.ParsableByteArray):120:124 -> consume
    15:19:void consume(com.google.android.exoplayer2.util.ParsableByteArray):112:116 -> consume
    1:4:boolean continueRead(com.google.android.exoplayer2.util.ParsableByteArray,byte[],int):158:161 -> continueRead
    1:3:void createTracks(com.google.android.exoplayer2.extractor.ExtractorOutput,com.google.android.exoplayer2.extractor.ts.TsPayloadReader$TrackIdGenerator):97:99 -> createTracks
    1:1:void packetStarted(long,int):104:104 -> packetStarted
    1:3:void parseHeader():190:192 -> parseHeader
    4:6:void parseHeader():195:197 -> parseHeader
    7:7:void parseHeader():209:209 -> parseHeader
    8:8:void parseHeader():211:211 -> parseHeader
    9:9:void parseHeader():214:214 -> parseHeader
    1:4:void seek():89:92 -> seek
    1:3:boolean skipToNextSync(com.google.android.exoplayer2.util.ParsableByteArray):172:174 -> skipToNextSync
    4:5:boolean skipToNextSync(com.google.android.exoplayer2.util.ParsableByteArray):177:178 -> skipToNextSync
    6:6:boolean skipToNextSync(com.google.android.exoplayer2.util.ParsableByteArray):180:180 -> skipToNextSync
com.google.android.exoplayer2.extractor.ts.AdtsExtractor -> com.google.android.exoplayer2.extractor.ts.AdtsExtractor:
    1:1:void <clinit>():47:47 -> <clinit>
    2:2:void <clinit>():69:69 -> <clinit>
    1:1:void <init>():99:99 -> <init>
    2:2:void <init>(long):103:103 -> <init>
    3:12:void <init>(long,int):111:120 -> <init>
    1:1:com.google.android.exoplayer2.extractor.Extractor[] lambda$static$0():47:47 -> a
    1:1:void calculateAverageFrameSize(com.google.android.exoplayer2.extractor.ExtractorInput):262:262 -> calculateAverageFrameSize
    2:4:void calculateAverageFrameSize(com.google.android.exoplayer2.extractor.ExtractorInput):265:267 -> calculateAverageFrameSize
    5:5:void calculateAverageFrameSize(com.google.android.exoplayer2.extractor.ExtractorInput):269:269 -> calculateAverageFrameSize
    6:6:void calculateAverageFrameSize(com.google.android.exoplayer2.extractor.ExtractorInput):274:274 -> calculateAverageFrameSize
    7:9:void calculateAverageFrameSize(com.google.android.exoplayer2.extractor.ExtractorInput):276:278 -> calculateAverageFrameSize
    10:10:void calculateAverageFrameSize(com.google.android.exoplayer2.extractor.ExtractorInput):285:285 -> calculateAverageFrameSize
    11:12:void calculateAverageFrameSize(com.google.android.exoplayer2.extractor.ExtractorInput):289:290 -> calculateAverageFrameSize
    13:13:void calculateAverageFrameSize(com.google.android.exoplayer2.extractor.ExtractorInput):300:300 -> calculateAverageFrameSize
    14:15:void calculateAverageFrameSize(com.google.android.exoplayer2.extractor.ExtractorInput):293:294 -> calculateAverageFrameSize
    16:16:void calculateAverageFrameSize(com.google.android.exoplayer2.extractor.ExtractorInput):305:305 -> calculateAverageFrameSize
    17:17:void calculateAverageFrameSize(com.google.android.exoplayer2.extractor.ExtractorInput):307:307 -> calculateAverageFrameSize
    18:18:void calculateAverageFrameSize(com.google.android.exoplayer2.extractor.ExtractorInput):309:309 -> calculateAverageFrameSize
    19:19:void calculateAverageFrameSize(com.google.android.exoplayer2.extractor.ExtractorInput):311:311 -> calculateAverageFrameSize
    1:1:int getBitrateFromFrameSize(int,long):327:327 -> getBitrateFromFrameSize
    1:2:com.google.android.exoplayer2.extractor.SeekMap getConstantBitrateSeekMap(long):315:316 -> getConstantBitrateSeekMap
    1:3:void init(com.google.android.exoplayer2.extractor.ExtractorOutput):167:169 -> init
    1:1:void maybeOutputSeekMap(long,boolean,boolean):239:239 -> maybeOutputSeekMap
    2:4:void maybeOutputSeekMap(long,boolean,boolean):242:244 -> maybeOutputSeekMap
    5:7:void maybeOutputSeekMap(long,boolean,boolean):251:253 -> maybeOutputSeekMap
    8:8:void maybeOutputSeekMap(long,boolean,boolean):255:255 -> maybeOutputSeekMap
    9:9:void maybeOutputSeekMap(long,boolean,boolean):257:257 -> maybeOutputSeekMap
    1:3:int peekId3Header(com.google.android.exoplayer2.extractor.ExtractorInput):219:221 -> peekId3Header
    4:7:int peekId3Header(com.google.android.exoplayer2.extractor.ExtractorInput):229:232 -> peekId3Header
    8:9:int peekId3Header(com.google.android.exoplayer2.extractor.ExtractorInput):224:225 -> peekId3Header
    10:10:int peekId3Header(com.google.android.exoplayer2.extractor.ExtractorInput):227:227 -> peekId3Header
    1:2:int read(com.google.android.exoplayer2.extractor.ExtractorInput,com.google.android.exoplayer2.extractor.PositionHolder):187:188 -> read
    3:3:int read(com.google.android.exoplayer2.extractor.ExtractorInput,com.google.android.exoplayer2.extractor.PositionHolder):191:191 -> read
    4:4:int read(com.google.android.exoplayer2.extractor.ExtractorInput,com.google.android.exoplayer2.extractor.PositionHolder):194:194 -> read
    5:5:int read(com.google.android.exoplayer2.extractor.ExtractorInput,com.google.android.exoplayer2.extractor.PositionHolder):196:196 -> read
    6:7:int read(com.google.android.exoplayer2.extractor.ExtractorInput,com.google.android.exoplayer2.extractor.PositionHolder):202:203 -> read
    8:8:int read(com.google.android.exoplayer2.extractor.ExtractorInput,com.google.android.exoplayer2.extractor.PositionHolder):205:205 -> read
    9:10:int read(com.google.android.exoplayer2.extractor.ExtractorInput,com.google.android.exoplayer2.extractor.PositionHolder):207:208 -> read
    11:11:int read(com.google.android.exoplayer2.extractor.ExtractorInput,com.google.android.exoplayer2.extractor.PositionHolder):212:212 -> read
    1:3:void seek(long,long):174:176 -> seek
    1:1:boolean sniff(com.google.android.exoplayer2.extractor.ExtractorInput):128:128 -> sniff
    2:5:boolean sniff(com.google.android.exoplayer2.extractor.ExtractorInput):135:138 -> sniff
    6:6:boolean sniff(com.google.android.exoplayer2.extractor.ExtractorInput):141:141 -> sniff
    7:7:boolean sniff(com.google.android.exoplayer2.extractor.ExtractorInput):145:145 -> sniff
    8:10:boolean sniff(com.google.android.exoplayer2.extractor.ExtractorInput):152:154 -> sniff
    11:11:boolean sniff(com.google.android.exoplayer2.extractor.ExtractorInput):159:159 -> sniff
com.google.android.exoplayer2.extractor.ts.AdtsReader -> com.google.android.exoplayer2.extractor.ts.AdtsReader:
    1:1:void <clinit>():59:59 -> <clinit>
    1:1:void <init>(boolean):100:100 -> <init>
    2:10:void <init>(boolean,java.lang.String):107:115 -> <init>
    1:1:void checkAdtsHeader(com.google.android.exoplayer2.util.ParsableByteArray):323:323 -> checkAdtsHeader
    2:2:void checkAdtsHeader(com.google.android.exoplayer2.util.ParsableByteArray):328:328 -> checkAdtsHeader
    3:5:void checkAdtsHeader(com.google.android.exoplayer2.util.ParsableByteArray):330:332 -> checkAdtsHeader
    6:6:void checkAdtsHeader(com.google.android.exoplayer2.util.ParsableByteArray):335:335 -> checkAdtsHeader
